"アカウント設定のエラーコードには、どのようなものがありますか?",アカウント・パスワード
"アプリパスワードについて教えてください。",アカウント・パスワード
"アプリパスワードを忘れた場合、どうしたらいいですか?",アカウント・パスワード
"データモードパスワード/データモードパスワードは、入力を間違えるとロックがかかりますか?",アカウント・パスワード
"データモードパスワード/データモードパスワードは、変更できますか?",アカウント・パスワード
"データモードパスワード/データモードパスワードを忘れてしまった場合、どうしたらいいですか?",アカウント・パスワード
"データモードパスワードについて教えてください。",アカウント・パスワード
"データモードパスワードについて教えてください。",アカウント・パスワード
"で利用する暗証番号やパスワードには、どのようなものがありますか?",アカウント・パスワード
"ネットワーク暗証番号について教えてください。",アカウント・パスワード
"ネットワーク暗証番号の変更は、どこでできますか?",アカウント・パスワード
"ネットワーク暗証番号は、何回入力を間違えるとロックがかかりますか?",アカウント・パスワード
"ネットワーク暗証番号を忘れてしまったり、ロックがかかってしまった場合、どうしたらいいですか?",アカウント・パスワード
"リミットパスワードについて教えてください。",アカウント・パスワード
"携帯電話を解約した場合、アカウントのID/パスワードは継続して利用できますか?",アカウント・パスワード
"生体認証を利用してログインや決済をするための、設定/解除方法を教えてください。",アカウント・パスワード
"端末暗証番号は、変更できますか?",アカウント・パスワード
"端末暗証番号を忘れた場合、どうしたらいいですか?",アカウント・パスワード
"自分の携帯電話番号を、アカウントのIDに設定できますか?",アカウント・パスワード
"iTunes コード、Apple Music コードに使用条件はありますか?",オンラインストア
"U25応援割は、オンラインショップで申込みできますか?",オンラインストア
"オンラインショップから通知されるメールの受信設定をするには、どうしたらいいですか?",オンラインストア
"オンラインショップで、ポイント/ポイント(期間・用途限定)/ポイントや各種クーポンを利用することはできますか?",オンラインストア
"オンラインショップで、何ができますか?",オンラインストア
"オンラインショップで、修理の受付や代替機を貸出してもらうことはできますか?",オンラインストア
"オンラインショップで、携帯電話を分割払いで購入できますか?",オンラインストア
"オンラインショップで、料金プランの変更やオプションサービスの申込みはできますか?",オンラインストア
"オンラインショップで、新商品は発売日の何時から購入できますか?",オンラインストア
"オンラインショップで、新規契約/携帯電話・PHS番号ポータビリティ(MNP)による新規契約の手続きはできますか?",オンラインストア
"オンラインショップで、領収証をもらうことはできますか?",オンラインストア
"オンラインショップでiTunes コード/Apple Music コードを購入しました。後からスマートフォンや スマートフォンでiTunes コード/Apple Music コードを確認することはできますか?",オンラインストア
"オンラインショップでiTunes コード/Apple Music コードを購入しました。後からパソコンでiTunes コード/Apple Music コードを確認することはできますか?",オンラインストア
"オンラインショップでの商品価格を教えてください。",オンラインストア
"オンラインショップでの申込みに関して、個人情報などのセキュリティは大丈夫ですか?",オンラインストア
"オンラインショップでの購入代金の支払い方法について教えてください。",オンラインストア
"オンラインショップでは、一度に何回線まで購入できますか?",オンラインストア
"オンラインショップでは、契約事務手数料がかかりますか?",オンラインストア
"オンラインショップで予約した場合、商品予約に有効期限はありますか?",オンラインストア
"オンラインショップで予約する場合、手数料などの料金はかかりますか?",オンラインストア
"オンラインショップで予約する場合、色違いなどの複数の端末を、同一回線で予約することはできますか?",オンラインストア
"オンラインショップで商品を購入する際、旧端末の下取りの申込み項目が表示されません。どうしてですか?",オンラインストア
"オンラインショップで手続き中にエラー画面が表示されました。どうしたらいいですか?",オンラインストア
"オンラインショップで携帯電話の解約はできますか?",オンラインストア
"オンラインショップで携帯電話を購入した場合の、毎月の料金のシミュレーションはできますか?",オンラインストア
"オンラインショップで携帯電話を購入する場合、月々のお支払いに口座振替を選択できますか?",オンラインストア
"オンラインショップで料金プラン/割引サービスの変更を行った場合、いつから適用になりますか?",オンラインストア
"オンラインショップで新規契約する場合、本人確認書類はどのように送ればいいですか?",オンラインストア
"オンラインショップで新規契約や機種変更をする場合、携帯電話を分割払いで購入できますか?",オンラインストア
"オンラインショップで機種変更/契約変更と同時に、料金プラン変更などはできますか?",オンラインストア
"オンラインショップで機種変更/契約変更をする場合、料金プラン「カケホーダイ&パケあえる」に変更せず、現行の料金プランのままで手続きできますか?",オンラインストア
"オンラインショップで機種変更した場合、ケータイ補償 お届けサービス/ケータイ補償サービスの補償対象端末は、いつから変更になりますか?",オンラインストア
"オンラインショップで機種変更をする場合、おサイフケータイは継続して利用できますか?",オンラインストア
"オンラインショップで注文完了後に表示される「受付番号」について教えてください。",オンラインストア
"オンラインショップで申込みした内容を、確認することはできますか?",オンラインストア
"オンラインショップで申込みした内容をキャンセルする場合、どうしたらいいですか?",オンラインストア
"オンラインショップで申込みをしましたが、申込み受付メールが届きません。メールを再送してもらえますか?",オンラインストア
"オンラインショップで申込んだ内容を変更できますか?",オンラインストア
"オンラインショップで端末を購入した後に、料金プランの変更はできますか?",オンラインストア
"オンラインショップで端末を購入する場合、カケホーダイプランを単独で申込みできますか?",オンラインストア
"オンラインショップで端末を購入する際、下取りプログラムを申込みました。端末は届いたのに送付キットが届きません。どうしてですか?",オンラインストア
"オンラインショップで購入したiTunesコードのチャージが、エラーになってしまう場合、どうしたらいいですか?",オンラインストア
"オンラインショップで購入した商品が届かない場合、どうしたらいいですか?",オンラインストア
"オンラインショップで購入した商品が届くまで、現在の携帯電話は利用できますか?",オンラインストア
"オンラインショップで購入した商品の受取方法について教えてください。",オンラインストア
"オンラインショップで購入した商品の受取日時は変更できますか?",オンラインストア
"オンラインショップで購入した商品の返品/交換の手続きは、どのようにすればいいですか?",オンラインストア
"オンラインショップで購入した商品の返品/交換はできますか?",オンラインストア
"オンラインショップで購入した商品の送付先は、変更できますか?",オンラインストア
"オンラインショップで購入した商品の配送状況は、確認できますか?",オンラインストア
"オンラインショップで購入した商品は、いつ届きますか?",オンラインストア
"オンラインショップで購入した商品は、代理人でも受け取れますか?",オンラインストア
"オンラインショップで購入した商品は、宅配ボックスに入れてもらえますか?",オンラインストア
"オンラインショップで購入した商品は、海外へ配送できますか?",オンラインストア
"オンラインショップで購入した商品を、ショップで受け取ることはできますか?",オンラインストア
"オンラインショップで購入した商品をショップで受け取る場合、いつまでに取りに行けばいいですか?",オンラインストア
"オンラインショップで購入した商品をショップで受け取る場合、ご利用開始(開通)のお手続きや初期設定は行ってもらえますか?",オンラインストア
"オンラインショップで購入した商品を宅配で受け取る場合、送料はかかりますか?",オンラインストア
"オンラインショップで購入した商品を返品する場合、どうしたらいいですか?",オンラインストア
"オンラインショップで購入した商品を返品する場合、送料はかかりますか?",オンラインストア
"オンラインショップで購入した携帯電話に、電話帳などのデータを移す方法を教えてください。",オンラインストア
"オンラインショップで購入した携帯電話の修理は、どこでできますか?",オンラインストア
"オンラインショップで購入した携帯電話は、到着してそのまま利用できますか?",オンラインストア
"オンラインショップで購入した端末の、SIMロック解除はできますか?",オンラインストア
"オンラインショップで購入する際に、メール便を選択できないのはどうしてですか?",オンラインストア
"オンラインショップで購入する際に、購入手続き中に表示される配送希望日以外の日を選択できますか?",オンラインストア
"オンラインショップで購入手続きする際に、実際のお届け可能日は確認できますか?",オンラインストア
"オンラインショップの商品は、在庫確認できますか?",オンラインストア
"オンラインショップの商品は、配送日時を指定できますか?",オンラインストア
"オンラインショップの営業時間を教えてください。",オンラインストア
"オンラインショップを利用するための推奨ブラウザを教えてください。",オンラインストア
"オンラインショップを利用する場合、ブラウザ設定で気をつけることはありますか?",オンラインストア
"オンラインショップを利用する場合、何が必要ですか?",オンラインストア
"データ通信専用プランを利用している場合、オンラインショップで基本プランのカケホーダイプラン/カケホーダイライトプラン/シンプルプランは申込みできますか?",オンラインストア
"パソコンでオンラインショップを利用したいのですが、アカウントのID/パスワードを忘れてしまいました。どうしたらいいですか?",オンラインストア
"未成年ですが、オンラインショップは利用できますか?",オンラインストア
"法人名義で契約している場合、オンラインショップは利用できますか?",オンラインストア
"購入中に、エラーコード「36617」が表示されて買えません。どうしたらいいですか?",オンラインストア
"音声通話非対応機種を利用している場合、オンラインショップで音声通話可能なプランの申込みはできますか?",オンラインストア
"代金の振込先について",クレーム
"画面が黒くなる",クレーム
"請求書に関する質問をオンラインですることはできますか？",クレーム
"請求書を複数人に配信することは可能ですか？",クレーム
"オンラインサポートとは、どのようなサービスですか。",サービス
"お客さま管理者サイトを利用したいです。対象OS・ブラウザーを教えてください。",サービス
" サービスパックの、安心安全パックと安心安全パックプラスの違いについて教えてください。",セキュリティ・安心
" サービスパックの安心安全パックの申込み/廃止は、どこでできますか?",セキュリティ・安心
" サイクル保険について教えてください。",セキュリティ・安心
" スマートフォンのウイルスに対する、の対策を教えてください。",セキュリティ・安心
" ワンタイム保険について教えてください。",セキュリティ・安心
" 安心安全スキャンについて教えてください。",セキュリティ・安心
" 安心安全スキャンの、セーフブラウジング(危険サイト対策機能)について教えてください。",セキュリティ・安心
" 安心安全スキャンの、セキュリティスキャン(ウイルス検出機能)について教えてください。",セキュリティ・安心
" 安心安全スキャンの、手動スキャンの操作方法を教えてください。",セキュリティ・安心
" 安心安全スキャンのセキュリティスキャン(ウイルス検出機能)とメールウイルスチェックは、安心安全ネットセキュリティを申込みしなくても利用できますか?",セキュリティ・安心
" 安心安全スキャンのセキュリティスキャン/セーフブラウジングが、有効になっているか確認できますか?",セキュリティ・安心
" 安心安全スキャンのセキュリティスキャンで、ウイルスの脅威や不審なプログラム(PUP)が検出されました。どうしたらいいですか?",セキュリティ・安心
"「アクセス制限エラー」や「アクセス制限によりこのページにはアクセスできません。」と表示されて、サイトが利用できないのはどうしてですか?",セキュリティ・安心
"Android OS搭載の スマートフォン/ タブレットを利用しています。サイト閲覧中にウイルス感染した警告画面が表示された場合、どうしたらいいですか?",セキュリティ・安心
"アクセス制限サービス(データモードフィルタ/データモードフィルタなど)の廃止は、どこでできますか?",セキュリティ・安心
"アクセス制限サービスでは、どのようなサイトが制限されますか?",セキュリティ・安心
"アクセス制限サービスについて教えてください。",セキュリティ・安心
"アクセス制限サービスのWeb制限について教えてください。",セキュリティ・安心
"アクセス制限サービスは、契約者が成人(20歳)すると自動的に解除されますか?",セキュリティ・安心
"オトシモノかんたんサーチについて教えてください。",セキュリティ・安心
"オトシモノかんたんサーチの探される側は、どのような設定が必要ですか?",セキュリティ・安心
"オトシモノサーチ/オトシモノかんたんサーチで、知らないうちに探されることはありますか?",セキュリティ・安心
"オトシモノサーチ/オトシモノかんたんサーチで検索されたくない場合、拒否することはできますか?",セキュリティ・安心
"オトシモノサーチ/オトシモノかんたんサーチの、対応機種を教えてください。",セキュリティ・安心
"オトシモノサーチ/オトシモノかんたんサーチの検索に失敗しました。どうしてですか?",セキュリティ・安心
"オトシモノサーチ/オトシモノかんたんサーチは、探される側の端末が圏外や電源OFFでも検索できますか?",セキュリティ・安心
"オトシモノサーチ/オトシモノかんたんサーチは、検索された履歴を確認できますか?",セキュリティ・安心
"オトシモノサーチでキッズケータイ(F-03J/HW-02C/HW-01D/HW-01G)を探す場合、設定は必要ですか?",セキュリティ・安心
"オトシモノサーチで探される側の利用条件や、必要な設定を教えてください。",セキュリティ・安心
"オトシモノサーチと、オトシモノかんたんサーチの違いを教えてください。",セキュリティ・安心
"オトシモノサーチについて教えてください。",セキュリティ・安心
"オトシモノサーチの、ちょこっと通知検索について教えてください。",セキュリティ・安心
"オトシモノサーチの探される側が機種変更/契約変更した場合、必要な設定を教えてください。",セキュリティ・安心
"オトシモノサーチの申込み/廃止は、どこでできますか?",セキュリティ・安心
"オトシモノサーチを申込みしています。携帯電話やパソコンから検索する方法を教えてください。",セキュリティ・安心
"オトシモノサービスサイトについて教えてください。",セキュリティ・安心
"オトシモノサービスの申込み/廃止は、どこでできますか?",セキュリティ・安心
"オンライン修理受付サービスについて教えてください。",セキュリティ・安心
"ケータイデータお預かりサービスで、お預かりセンターにバックアップしている電話帳データを、携帯電話に復元する操作方法を教えてください。",セキュリティ・安心
"ケータイデータお預かりサービスで、お預かりセンターへバックアップする方法を教えてください。",セキュリティ・安心
"ケータイデータお預かりサービスについて教えてください。",セキュリティ・安心
"ケータイデータお預かりサービスの、うっかり防止機能について教えてください。",セキュリティ・安心
"ケータイデータお預かりサービスのお預かりセンターでバックアップしているデータは、確認できますか?",セキュリティ・安心
"スマートフォンや スマートフォンを子どもが利用します。出会い系サイトなどの有害サイトを閲覧できないようできますか?",セキュリティ・安心
"つながりほっとサポートについて教えてください。",セキュリティ・安心
"データモード/データモードのアクセス制限サービスの違いを教えてください。",セキュリティ・安心
"データモードフィルタカスタマイズの設定方法を教えてください。",セキュリティ・安心
"ネットトータルサポートについて教えてください。",セキュリティ・安心
"ネットトータルサポートの申込み/廃止は、どこでできますか?",セキュリティ・安心
"ネットワーク利用制限について教えてください。",セキュリティ・安心
"ネットワーク利用制限携帯電話機確認サイトの結果で表示される「△」とは、どういう意味ですか?",セキュリティ・安心
"は迷惑メール送信者に対して、どのような法的措置(勧告・警告)を実施していますか?",セキュリティ・安心
"メール/データモードメール/データモードメールの、メール機能停止について教えてください。",セキュリティ・安心
"メールの「迷惑メール用」フォルダについて教えてください。",セキュリティ・安心
"をかたった迷惑メールが届きました。どうしたらいいですか?",セキュリティ・安心
"修理代金安心サポートについて教えてください。",セキュリティ・安心
"出会い系サイト(アダルトサイト)の料金を架空請求されたが、携帯電話番号から自分の個人情報が知られてしまうことはないですか?",セキュリティ・安心
"受信した緊急速報「エリアメール」の、確認/削除方法を教えてください。",セキュリティ・安心
"安心安全ナンバーチェックと、迷惑電話ストップサービスの違いを教えてください。",セキュリティ・安心
"安心安全ナンバーチェックについて教えてください。",セキュリティ・安心
"安心安全ナンバーチェックの、着信時の動作設定について教えてください。",セキュリティ・安心
"安心安全ナンバーチェックの申込み/廃止は、どこでできますか?",セキュリティ・安心
"安心安全ネットセキュリティ(セキュリティスキャン/セーフブラウジング/プライバシーチェック/迷惑メールおまかせブロック/メールウイルスチェック/安心安全ナンバーチェック)の、申込み/廃止はどこでできますか?",セキュリティ・安心
"安心安全ネットセキュリティについて教えてください。",セキュリティ・安心
"安心安全ネットセキュリティを契約中の場合、迷惑メールおまかせブロックを利用する手続きは、どこでできますか?",セキュリティ・安心
"安心安全フィルター(Android版)アプリを無効化する場合、どうしたらいいですか?",セキュリティ・安心
"安心安全フィルター(Android版)について教えてください。",セキュリティ・安心
"安心安全フィルター(Android版)の、「かんたん端末設定」について教えてください。",セキュリティ・安心
"安心安全フィルター(Android版)の、パスワードについて教えてください。",セキュリティ・安心
"安心安全フィルター(Android版)のパスワードを忘れた場合、どうしたらいいですか?",セキュリティ・安心
"安心安全遠隔サポートについて教えてください。",セキュリティ・安心
"安心安全遠隔サポートの申込み/廃止は、どこでできますか?",セキュリティ・安心
"携帯電話から削除してしまったメール/画像/電話帳のデータを、元に戻すことはできますか?",セキュリティ・安心
"携帯電話に電話をしたら、「おかけになった電話番号への通話は、おつなぎできません。」とガイダンスが流れました。どうしてですか?",セキュリティ・安心
"楽々スマホ講座について教えてください。",セキュリティ・安心
"機種変更/契約変更でデータモード⇔データモードに変更する場合、ケータイデータお預かりサービスでお預かりセンターに預けているデータは、引き継がれますか?",セキュリティ・安心
"災害用伝言板について教えてください。",セキュリティ・安心
"無料故障修理サービスについて教えてください。",セキュリティ・安心
"端末本体とケータイデータお預かりサービスのお預かりセンター両方の、電話帳データを誤って削除してしまいました。復元できますか?",セキュリティ・安心
"端末機能の、非通知着信拒否と通知不可能着信拒否の違いを教えてください。",セキュリティ・安心
"端末機能の指定電話番号着信拒否を設定しています。設定している電話番号からのショートメッセージサービス(SMS)も拒否できますか?",セキュリティ・安心
"緊急地震速報や津波警報、災害・避難情報などを知らせてくれるサービスはありますか?",セキュリティ・安心
"緊急速報「エリアメール」が届かないのは、どうしてですか?",セキュリティ・安心
"緊急速報「エリアメール」が配信された地域は、確認できますか?",セキュリティ・安心
"緊急速報「エリアメール」について教えてください。",セキュリティ・安心
"緊急速報「エリアメール」の着信音が鳴らないように設定できますか?",セキュリティ・安心
"緊急速報「エリアメール」を、受信/解除する方法を教えてください。",セキュリティ・安心
"自分のメールアドレスに、迷惑メールが届くのはどうしてですか?",セキュリティ・安心
"自分のメールアドレスや、家族/友人のメールアドレスになりすました迷惑メールが届きました。どうしたらいいですか?",セキュリティ・安心
"迷惑メールおまかせブロックについて教えてください。",セキュリティ・安心
"迷惑メールおまかせブロックの設定は、変更できますか?",セキュリティ・安心
"迷惑メールおまかせブロックは、どのような判定で迷惑メールを振り分けますか?",セキュリティ・安心
"迷惑メールおまかせブロックを利用しています。「迷惑メール用」フォルダ内のメールは確認できますか?",セキュリティ・安心
"迷惑メールの拒否設定は、解除できますか?",セキュリティ・安心
"迷惑メール対策には、どのような設定がありますか?",セキュリティ・安心
"迷惑メール対策の、「受信するメールの設定」と「拒否するメールの設定」について教えてください。",セキュリティ・安心
"迷惑メール対策の、かんたん設定(キッズオススメ/受信拒否 強/受信拒否 弱)について教えてください。",セキュリティ・安心
"迷惑メール対策の、大量送信者からのメール拒否設定について教えてください。",セキュリティ・安心
"迷惑メール対策の、特定URL付メール拒否設定について教えてください。",セキュリティ・安心
"迷惑メール対策の「指定受信/拒否設定」で、受信するメールアドレスを設定したのに受信できない場合、どうしたらいいですか?",セキュリティ・安心
"迷惑メール対策の「指定受信/拒否設定」における優先順位を教えてください。",セキュリティ・安心
"迷惑メール対策の「指定受信/拒否設定」について教えてください。",セキュリティ・安心
"迷惑メール対策の「指定受信/拒否設定」や「かんたん設定」を変更したら、以前から利用していたメールマガジンが届かなくなりました。どうしたらいいですか?",セキュリティ・安心
"迷惑電話ストップサービスと指定着信拒否設定の、違いを教えてください。",セキュリティ・安心
"迷惑電話ストップサービスについて教えてください。",セキュリティ・安心
"迷惑電話ストップサービスの設定(登録)方法を教えてください。",セキュリティ・安心
"電池パック安心サポートについて教えてください。",セキュリティ・安心
"電池パック安心サポートの対象期間を満たしているか、確認できますか?",セキュリティ・安心
"電池パック安心サポートの提供条件を教えてください。",セキュリティ・安心
"電池パック安心サポートの申込みは、どこでできますか?",セキュリティ・安心
"Facebook Message from: 中村健吾",一般
"Facebook Message from: 高田健二",一般
"IR情報の入手方法について",一般
"カスタマーサービスの提供時間",一般
"コールセンターのオープン時間",一般
"サービス契約どこまでカバーしていますか",一般
"サービス契約はどこまでカバーしていますか？",一般
"パートナーになるにはどうすればよいですか",一般
"パートナーになる方法",一般
"パスワード保管方法について",一般
"ヘッドホンのイヤーパッド",一般
"メルマガの登録の方法",一般
"今月二回目の請求明細が届きました",一般
"個人情報保護について",一般
"商品の返品方法について",一般
"商品の開発要望",一般
"営業時間を教えて下さい",一般
"坂本 直子さんよりFacebookからのメッセージ",一般
"梱包が壊れている",一般
"機器についての詳しい資料はありますか",一般
"機器についての詳しい資料はありますか",一般
"機器のトレーニングは提供されていますか",一般
"機器のパッチ適用が失敗します",一般
"機器のパフォーマンス劣化について",一般
"機器のパフォーマンス劣化について",一般
"機器の価格について教えてください",一般
"機器の設定中にエラーが発生します",一般
"機器の請求について教えてください",一般
"機器を多重化することはできますか",一般
"機能要望について",一般
"機能要望の方法について",一般
"消費税について",一般
"登録の仕方",一般
"給与の支払い日について",一般
"耐用年数について",一般
"製品2250のパッチ適用が失敗します",一般
"製品5550を多重化することはできますか",一般
"SOS Video Chat",問題
"スピーカーが接続されません",問題
"スピーカについて",問題
"ディスプレイの画面が黒くなる",問題
"なぜE-mailの請求書しか受け取れないのでしょうか？",問題
"ノートPCの画面に何も表示されない",問題
"パスワードがロックされてしまいました",問題
"携帯電話の紛失・盗難時は、どのような手続きをしたらいいですか?",問題
"支払い方法の変更について教えて下さい",問題
"請求先住所情報を変更するにはどうすればいいですか？",問題
"電源ボタンを押した時に動作しない時があります。",問題
"「オンラインサポート」からのメールが届きません。なぜですか。",困ったときは
"SIMロック解除をしても、補償サービスを利用(補償申込み)できますか?",困ったときは
"お客さま管理者サイトのパスワードを忘れた、またはロックされた場合はどうしたらよいですか。",困ったときは
"お探しサービスについて教えてください。",困ったときは
"サーチサービスの対応機種を教えてください。",困ったときは
"サーチサービスの検索履歴は、確認できますか?",困ったときは
"サーチサービスの測位レベルについて教えてください。",困ったときは
"サーチサービスは、海外でも利用できますか?",困ったときは
"サーチサービスを利用したくない場合、どうしたらいいですか?",困ったときは
"サーチサービスを利用するには、何が必要ですか?",困ったときは
"サービスで、事前に必要な設定を教えてください。",困ったときは
"サービスで検索できないのは、どうしてですか?",困ったときは
"ロック/解除は、どこでできますか?",困ったときは
"ロックについて教えてください。",困ったときは
"ロックの対応機種を教えてください。",困ったときは
"ロックの番号指定ロックと、遠隔ロックの違いを教えてください。",困ったときは
"ロック中にかかってきた電話やメールは、どうなりますか?",困ったときは
"再開について教えてください。",困ったときは
"再開の手続きは、どこでできますか?",困ったときは
"利用中断できる日数に、期限はありますか?",困ったときは
"利用中断について教えてください。",困ったときは
"利用中断中/ロック中の場合、携帯電話のアラーム機能はどうなりますか?",困ったときは
"利用中断中に、留守番電話は利用できますか?",困ったときは
"利用中断中に送られてきた、メールやショートメッセージサービス(SMS)はどうなりますか?",困ったときは
"利用中断中の携帯電話に電話をかけた場合、どのようなガイダンスが流れますか?",困ったときは
"携帯電話が圏外や電源OFFでも、ロックはかかりますか?",困ったときは
"携帯電話の故障/修理の場合に、利用できるサービスはありますか?",困ったときは
"機種変更/契約変更をする場合、補償対象を新しい機種に変更できますか?",困ったときは
"海外で携帯電話を紛失した場合、ロックは利用できますか?",困ったときは
"紛失・盗難時に、携帯電話の位置を調べることはできますか?",困ったときは
"補償 お届けサービスについて教えてください。",困ったときは
